file,prefix,caption,root_class,field_count,enter_count,num_count,date_count,combo_count,check_count,tab_count,grid_count,total_controls
T7BSCash.DFM,T7BS, Business Status Cash Detail,TEditForm1,3,0,1,0,0,0,0,1,6
T7BSR.DFM,T7BS,Business Status Rebuild,TEditForm4,0,0,0,0,0,0,0,0,4
T7BSWO.DFM,T7BS, Business Status Work Orders,TEditForm1,10,0,10,0,0,0,0,0,25
T7BZFIX.DFM,T7BZ,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7CAR8D.DFM,T7CA,,TPanel,1,1,0,0,0,0,0,0,6
T7CARFUP.DFM,T7CA,,TImageList,0,0,0,0,0,0,0,0,1
t7carfu.DFM,T7CA,,TImageList,0,0,0,0,0,0,0,0,1
T7CCCITM.DFM,T7CC,New Screen,TEditForm1,2,0,0,0,2,0,0,0,18
T7CCCWOT.DFM,T7CC,New Screen,TEditForm1,3,0,0,0,3,0,0,0,20
T7CCDE.DFM,T7CC,CC Import,TEditForm1,19,0,16,0,3,0,0,0,55
T7CCP.DFM,T7CC,,TShellExe,0,0,0,0,0,0,0,0,1
T7CCPO.DFM,T7CC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7ccr1.DFM,T7CC,Credit Card Invoice List,TEditForm1,4,0,0,2,2,0,0,0,13
T7CHAINM.DFM,T7CH,ToolBar1,TToolBar,0,0,0,0,0,0,0,0,7
T7CHARGBK.DFM,T7CH,,TImageList,0,0,0,0,0,0,0,0,1
T7Chain.DFM,T7CH,ToolBar1,TToolBar,0,0,0,0,0,0,0,0,7
T7CLoading.DFM,T7CL,  ,TEditForm1,0,0,0,0,0,0,0,0,4
T7CMA.DFM,T7CM,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7CMABCL.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMABCLB.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMABCLP.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMACL.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMACON.DFM,T7CM, Customer Contact Information,TEditForm1,92,64,0,10,10,8,0,0,117
T7CMAKD.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMBB.DFM,T7CM,,TImageList,0,0,0,0,0,0,0,0,1
T7CMCON.DFM,T7CM, Customer Contact Information,TEditForm3,44,42,0,0,1,1,0,0,97
T7CMK.DFM,T7CM,CM-K,TEditForm1,7,3,0,0,3,1,0,0,28
T7CMfocvt.DFM,T7CM,Filters,TEditForm1,4,0,0,2,2,0,0,0,11
T7CMnfcvt.DFM,T7CM,Filters,TEditForm2,4,0,0,2,2,0,0,0,11
T7COLORS.DFM,T7CO,New Screen,TEditForm1,4,0,4,0,0,0,0,0,11
T7COPY.DFM,T7CO,Copy,TEditForm1,1,0,1,0,0,0,0,0,5
T7CSA.DFM,T7CS,New Screen,TEditForm3,11,4,1,0,7,0,0,0,35
T7CSB.DFM,T7CS,CS-B  View Salespersons Info,TEditForm1,87,2,79,0,6,0,0,0,133
T7CSC.DFM,T7CS,CS-C  Print Salespersons Info,TEditForm2,5,0,0,0,4,1,0,0,22
T7CSD.DFM,T7CS,,TImageList,0,0,0,0,0,0,0,0,1
T7CSDE.DFM,T7CS,Rep Link Import,TEditForm1,19,0,14,0,3,0,0,0,55
T7CSDO.DFM,T7CS,,TImageList,0,0,0,0,0,0,0,0,1
T7CSDX.DFM,T7CS,,TImageList,0,0,0,0,0,0,0,0,1
T7CSE.DFM,T7CS,CS-E  Print Commission Detail,TEditForm1,10,0,0,2,5,3,0,0,34
T7CSF.DFM,T7CS,CS-F  Print Commission Summary,TEditForm1,9,0,0,2,3,4,0,0,30
T7CSI.DFM,T7CS,Evo Master Inquiry,TEditForm1,9,9,0,0,0,0,0,0,30
T7CSO.DFM,T7CS,BASE Blank T7 SCREEN,TEditForm1,28,6,0,6,15,1,0,0,81
T7CSP.DFM,T7CS,CS-P  Print Commission Summary,TEditForm1,7,0,2,2,3,0,0,0,30
T7CTRevu.DFM,T7CT,Setup Contract Review Departments,TEditForm1,10,3,0,2,4,1,0,0,42
T7CTRevuPSWD.DFM,T7CT,Enter Contract Review ID and password,TEditForm3,3,2,0,0,1,0,0,0,12
T7CUSTCO.DFM,T7CU,Select,TEditForm3,0,0,0,0,0,0,0,0,3
T7CUSTOMS.DFM,T7CU,Custom Content,TEditForm1,31,20,0,0,1,10,0,0,45
t7cutsheet2.DFM,T7CU,,TImageList,0,0,0,0,0,0,0,0,1
t7cutsheet2b.DFM,T7CU,,TImageList,0,0,0,0,0,0,0,0,1
T7CVTROIA.DFM,T7CV,Filters,TEditForm1,4,0,0,0,4,0,0,0,11
t7dba2evo.DFM,T7DB, Classic to Evo Notes,TEditForm1,12,0,0,0,0,12,0,0,30
T7DCA.DFM,T7DC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7DCA2.DFM,T7DC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7DCALabel.DFM,T7DC,Print Transfer Label,TEditForm1,16,9,0,0,4,3,0,0,45
T7DCANotes.DFM,T7DC,Notes Caption,TEditForm1,0,0,0,0,0,0,0,0,7
T7DCAPstdLab.dfm,T7DC,New Screen,TEditForm1,2,0,0,0,0,0,0,1,4
T7DCBSERIAL.DFM,T7DC,Enter Serial Numbers,TEditForm1,5,0,2,0,2,0,0,1,22
T7DCD.DFM,T7DC,DC-D,TEditForm1,24,6,0,2,8,6,0,0,59
T7DCE.DFM,T7DC,DC-E Print Labor Tickets,TEditForm1,6,0,1,0,3,2,0,0,24
T7DCF.DFM,T7DC,DC-E Print Employee Tickets,TEditForm3,4,0,1,0,3,0,0,0,22
T7DCG.DFM,T7DC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7DCH.DFM,T7DC,DC-H,TEditForm1,10,1,0,2,5,0,0,0,38
T7DCK.DFM,T7DC,DC-K,TEditForm1,7,2,0,2,3,0,0,0,28
T7DCL.DFM,T7DC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7DCM.DFM,T7DC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7DCN.DFM,T7DC,DC-N,TEditForm1,6,0,1,2,3,0,0,0,27
T7DCPSF.DFM,T7DC,HH-L  Paperless Shop Floor,TEditForm1,36,32,0,0,2,0,0,0,109
T7DCPSFComps.DFM,T7DC,,TImageList,0,0,0,0,0,0,0,0,1
T7DCPSFECO.DFM,T7DC, Eco,TEditForm1,10,8,0,2,0,0,0,0,35
T7DCSOLookup.DFM,T7DC,,TShellExe,0,0,0,0,0,0,0,0,1
t7DCPSFNotes.DFM,T7DC,Notes Caption,TEditForm2,0,0,0,0,0,0,0,0,12
t7DCina.DFM,T7DC,T7INA,TEditForm1,41,16,16,0,9,0,0,0,123
t7dcb.DFM,T7DC,,TRtnTimer,0,0,0,0,0,0,0,0,1
t7ddcheck.DFM,T7DD,Data Dictionary Check,TEditForm1,0,0,0,0,0,0,0,0,6
T7DEER.DFM,T7DE,New Screen,TEditForm1,6,2,0,0,3,1,0,0,26
T7DEFECT.DFM,T7DE,,TImageList,0,0,0,0,0,0,0,0,1
T7DEHD.DFM,T7DE,PI-C Import Tags,TEditForm1,26,3,18,1,3,1,0,0,60
T7DEJH.DFM,T7DE,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7DEK.DFM,T7DE,New Screen,TEditForm1,6,3,0,0,3,0,0,0,27
T7DEL.DFM,T7DE,New Screen,TEditForm1,8,0,0,0,1,7,0,0,24
T7DEM.DFM,T7DE,New Screen,TEditForm1,4,2,0,0,1,1,0,0,22
T7DEP860.DFM,T7DE,DE-P-B,TEditForm2,6,4,1,0,1,0,0,0,28
T7DEPB.DFM,T7DE,DE-P-B,TEditForm2,10,7,2,0,1,0,0,0,38
T7DEPD.DFM,T7DE,DE-P-D,TEditForm4,12,0,1,2,7,2,0,0,40
T7DEPE.DFM,T7DE,DE-P-E,TEditForm2,14,4,3,0,5,2,0,0,41
T7DEPF.DFM,T7DE,New Screen,TEditForm1,6,2,0,0,2,0,0,0,26
T7DEPH.DFM,T7DE,DE-P-H,TEditForm1,6,0,0,0,3,3,0,0,30
T7DEQ.DFM,T7DE,New Screen,TEditForm1,20,2,16,0,2,0,0,0,56
T7DER.DFM,T7DE,New Screen,TEditForm1,24,2,20,0,2,0,0,0,62
T7DET.DFM,T7DE,Web Import,TEditForm1,30,12,0,0,5,13,0,0,332
T7DETB.DFM,T7DE,DE-T-B,TEditForm1,60,6,46,0,4,4,0,0,140
T7DEU.DFM,T7DE,Web Item Export,TEditForm1,17,6,1,0,5,5,0,0,46
T7DEV.DFM,T7DE,,TImageList,0,0,0,0,0,0,0,0,1
T7DEX.DFM,T7DE,,TImageList,0,0,0,0,0,0,0,0,1
T7DIGSIG.DFM,T7DI,,TTASStrList,0,0,0,0,0,0,0,0,1
T7DigSigChgPSWD.DFM,T7DI,Change Password,TEditForm1,3,3,0,0,0,0,0,0,13
T7DRAG.DFM,T7DR,New Screen,TEditForm1,0,0,0,0,0,0,0,0,14
T7DROPDOWN.DFM,T7DR,,TImageList,0,0,0,0,0,0,0,0,1
T7DUPEISICFIX.DFM,T7DU,New Screen,TEditForm1,2,1,0,0,0,0,0,0,11
T7EDII.DFM,T7ED,ED-I-I,TEditForm1,10,0,6,0,4,0,0,0,37
t7ediftp.DFM,T7ED,EDI  FTP Program,TEditForm2,7,0,0,0,0,7,0,0,9
t7edudf.DFM,T7ED,New Screen,TEditForm1,2,0,0,0,0,0,0,1,2
T7EMGL.DFM,T7EM,,TImageList,0,0,0,0,0,0,0,0,1
T7ESB.DFM,T7ES,ES-B,TEditForm1,16,4,0,0,6,6,0,0,42
T7ESC.DFM,T7ES,ES-C,TEditForm1,19,0,0,0,3,16,0,0,42
T7ESD.DFM,T7ES,ES-D  Print Customer Quotes,TEditForm1,14,4,0,2,6,2,0,0,43
T7ESE.DFM,T7ES,,TImageList,0,0,0,0,0,0,0,0,1
T7ESH.DFM,T7ES,ES-H Enter Material Costs,TEditForm1,19,3,12,1,3,0,0,0,55
T7ESI.DFM,T7ES,New Screen,TEditForm3,5,0,0,2,3,0,0,0,24
T7EST.DFM,T7ES,,TImageList,0,0,0,0,0,0,0,0,1
T7EvoAPA.DFM,T7EV,New Screen,TEditForm4,51,38,4,3,5,2,4,0,134
T7EvoARA.DFM,T7EV,New Screen,TEditForm4,66,35,10,4,13,4,4,0,161
T7EvoINA.DFM,T7EV,,TImageList,0,0,0,0,0,0,0,0,1
T7EvoINB.DFM,T7EV,,TImageList,0,0,0,0,0,0,0,0,1
T7EvoINB.al.DFM,T7EV,,TImageList,0,0,0,0,0,0,0,0,1
T7EvoPOA.DFM,T7EV,,TTASStrList,0,0,0,0,0,0,0,0,1
T7EvoWOA.DFM,T7EV,New Screen,TEditForm1,69,9,45,8,7,0,3,0,170
t7evo2dba.DFM,T7EV, Evo 2 Classic Notes,TEditForm1,0,0,0,0,0,0,0,0,12
t7evoSoa.DFM,T7EV,,TTASStrList,0,0,0,0,0,0,0,0,1
t7EWC.DFM,T7EW,New Screen,TEditForm1,10,3,2,0,5,0,0,0,32
T7FAA.DFM,T7FA,,TImageList,0,0,0,0,0,0,0,0,1
T7FAB.DFM,T7FA,,TImageList,0,0,0,0,0,0,0,0,1
T7FAE.DFM,T7FA,FA-E,TEditForm3,47,0,44,0,3,0,0,0,101
T7FIX.DFM,T7FI,New Screen,TEditForm4,2,1,0,0,0,0,0,0,10
T7FNR.DFM,T7FN,,TPopupMenu,0,0,0,0,0,0,0,0,3
T7FOC.DFM,T7FO,FO-C,TEditForm1,8,2,1,0,3,2,0,0,28
T7FOD.DFM,T7FO,New Screen,TEditForm1,7,0,0,0,7,0,0,0,28
T7FOE.DFM,T7FO,New Screen,TEditForm1,2,0,0,0,2,0,0,0,18
T7FSCLASS.DFM,T7FS,,TImageList,0,0,0,0,0,0,0,0,1
T7FSEMP.DFM,T7FS,,TImageList,0,0,0,0,0,0,0,0,1
T7FSINFO.DFM,T7FS,,TImageList,0,0,0,0,0,0,0,0,1
t7ftp.DFM,T7FT,New Screen,TEditForm1,0,0,0,0,0,0,0,0,7
T7gdm.DFM,T7GD, Grids & Drills Maintence,TEditForm1,3,0,0,0,0,0,0,0,10
T7GENIMP.DFM,T7GE,,TImageList,0,0,0,0,0,0,0,0,1
T7GETDEP.DFM,T7GE,Get Deposits,TEditForm7,4,0,1,0,0,0,0,1,23
T7GETWEB.DFM,T7GE,New Screen,TEditForm1,0,0,0,0,0,0,0,0,6
T7GFCB.DFM,T7GF,,TPanel,0,0,0,0,0,0,0,0,5
T7GFPRICE.DFM,T7GF,,TImageList,0,0,0,0,0,0,0,0,1
T7GFR.DFM,T7GF,New Screen,TEditForm1,3,0,0,2,1,0,0,0,20
T7GFTEST.DFM,T7GF,New Screen,TEditForm2,1,0,0,0,1,0,0,0,4
T7GFV.DFM,T7GF,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7GFVS.DFM,T7GF,,TImageList,0,0,0,0,0,0,0,0,1
t7GFdept.DFM,T7GF,,TImageList,0,0,0,0,0,0,0,0,1
t7GFdiv.DFM,T7GF,,TImageList,0,0,0,0,0,0,0,0,1
T7GLA.DFM,T7GL,GL-A,TEditForm3,113,5,82,24,2,0,0,0,162
T7GLARCH.DFM,T7GL,,TEditForm1,2,0,0,1,1,0,0,0,19
T7GLB.DFM,T7GL,,TImageList,0,0,0,0,0,0,0,0,1
T7GLBLIST.DFM,T7GL,,TImageList,0,0,0,0,0,0,0,0,1
T7GLC.DFM,T7GL,GL-C,TEditForm1,24,7,2,4,6,5,0,0,61
T7GLD.DFM,T7GL,GL-D,TEditForm2,14,6,0,4,2,2,0,0,47
T7GLE.DFM,T7GL,GL-E,TEditForm1,18,4,0,4,4,6,0,0,51
T7GLE2.DFM,T7GL,GL-E,TEditForm3,15,3,0,4,4,4,0,0,39
T7GLESPEED.DFM,T7GL,GL-E,TEditForm1,16,3,0,4,4,5,0,0,48
T7GLF.DFM,T7GL,GL- F,TEditForm1,98,51,9,22,6,10,0,0,177
T7GLG.DFM,T7GL,GL-G,TEditForm1,6,2,0,0,3,1,0,0,25
T7GLH.DFM,T7GL,GL- H,TEditForm2,16,2,0,0,3,11,0,0,36
T7GLI.DFM,T7GL,GL- I,TEditForm1,12,1,2,4,5,0,0,0,40
T7GLJ.DFM,T7GL,,TImageList,0,0,0,0,0,0,0,0,1
T7GLJASK.DFM,T7GL,Change Location,TEditForm1,4,0,0,0,1,3,0,0,11
T7GLK.DFM,T7GL,GL- K,TEditForm1,13,3,6,1,3,0,0,0,42
T7GLL.DFM,T7GL,,TImageList,0,0,0,0,0,0,0,0,1
T7GLN.DFM,T7GL,GL- N,TEditForm1,40,10,8,8,6,8,0,0,87
T7GLO.DFM,T7GL,GL-O,TEditForm1,117,38,63,4,3,10,0,0,160
T7GLOOB.DFM,T7GL,GL- O-OB,TEditForm1,5,1,1,2,1,0,0,0,27
T7GLP.DFM,T7GL,GL-P,TEditForm1,12,5,1,2,4,0,0,0,40
T7GLQ.DFM,T7GL,,TImageList,0,0,0,0,0,0,0,0,1
T7GLS.DFM,T7GL,,TImageList,0,0,0,0,0,0,0,0,1
T7GLT.DFM,T7GL,New Screen,TEditForm1,31,1,24,1,3,2,0,0,68
T7GTEMP.DFM,T7GT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
t7helpset.DFM,T7HE,New Screen,TEditForm1,1,0,0,0,1,0,0,0,16
T7HH.DFM,T7HH,New Screen,TEditForm1,1,0,0,0,1,0,0,0,14
T7HHALERTMSG.DFM,T7HH,ALERT NOTIFICATION,TEditForm1,1,0,0,0,1,0,0,0,10
T7HHDCA.DFM,T7HH,Shipping,TEditForm1,5,2,1,0,2,0,0,0,31
T7HHH.DFM,T7HH,Enter Tracking Numbers,TEditForm2,5,2,1,0,2,0,0,0,35
T7HHINLJLot.DFM,T7HH,Transfer Lot Numbers,TEditForm1,4,1,2,0,1,0,0,0,29
T7HHINLJSer.DFM,T7HH,Transfer Serial Numbers,TEditForm1,3,1,1,0,1,0,0,0,28
T7HHItemLU.DFM,T7HH,,TShellExe,0,0,0,0,0,0,0,0,1
T7HHN.DFM,T7HH,HH-N,TEditForm1,12,1,2,1,1,7,0,0,33
T7HHN2.DFM,T7HH,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7HHNDTE.DFM,T7HH,Enter Shipping Details,TEditForm1,7,4,2,1,1,0,0,0,16
T7HHNREL.DFM,T7HH,,TImageList,0,0,0,0,0,0,0,0,1
T7HHO.DFM,T7HH,,TShellExe,0,0,0,0,0,0,0,0,1
T7HHPIC.DFM,T7HH,PI-C  Enter Tag Counts,TEditForm1,6,3,1,1,1,0,0,0,31
T7HHPOCBIN.DFM,T7HH,Receive PO,TEditForm3,6,0,2,0,4,0,0,0,42
T7HHPOCLot.DFM,T7HH,Receive Lot Numbers,TEditForm2,3,1,1,0,1,0,0,0,28
T7HHPOCNotes.DFM,T7HH,Notes Caption,TEditForm2,0,0,0,0,0,0,0,0,12
T7HHPOCSER.DFM,T7HH,Receive Serial Numbers,TEditForm3,3,2,0,0,1,0,0,0,30
T7HHProcess.DFM,T7HH,PROCESS DATA,TEditForm2,1,0,0,0,1,0,0,0,21
T7HHSOBIN.DFM,T7HH,WC Bin Selection,TEditForm1,3,1,0,0,2,0,0,0,30
T7HHSODD.DFM,T7HH,Shipping,TEditForm3,6,1,0,0,2,3,0,0,32
T7HHSOLOT.DFM,T7HH,RELEASE LOT NUMBER,TEditForm4,3,2,0,0,1,0,0,0,30
T7HHSOLookup.DFM,T7HH,,TShellExe,0,0,0,0,0,0,0,0,1
T7HHSOSER.DFM,T7HH,Print Mattress Labels,TEditForm2,2,1,0,0,1,0,0,0,30
T7HHSSOE.DFM,T7HH,Shipping,TEditForm1,7,2,1,0,3,1,0,0,39
T7HHSSOESVerify.DFM,T7HH,,TShellExe,0,0,0,0,0,0,0,0,1
T7HHSSOEVerify.DFM,T7HH,,TShellExe,0,0,0,0,0,0,0,0,1
T7HHWOIBIN.DFM,T7HH,WC Bin Selection,TEditForm1,2,0,0,0,2,0,0,0,26
T7HHWOIProcess.DFM,T7HH,PROCESS DATA,TEditForm3,1,0,0,0,1,0,0,0,21
T7HHWOLOT.DFM,T7HH,RELEASE LOT NUMBER,TEditForm1,5,2,0,1,2,0,0,0,30
T7HHWOLabel.DFM,T7HH,WO Label,TEditForm1,19,3,2,0,9,5,0,0,64
T7HHWOLookup.DFM,T7HH,,TShellExe,0,0,0,0,0,0,0,0,1
T7HHWOSCRAP.DFM,T7HH,Report Scrap Material,TEditForm1,13,5,1,0,5,2,0,0,62
t7hhINGA.DFM,T7HH,Print Inventory Labels,TEditForm1,14,3,1,1,5,4,0,0,46
t7hhdcb.DFM,T7HH,Loading....,TEditForm4,0,0,0,0,0,0,0,0,3
t7hhdcc.DFM,T7HH,Loading....,TEditForm3,0,0,0,0,0,0,0,0,3
t7hhinbins.DFM,T7HH,WC Item Lookup,TEditForm1,1,0,0,0,1,0,0,0,17
t7hhinlj.DFM,T7HH,Transfer Inventory,TEditForm1,13,5,5,1,2,0,0,0,46
t7hhpictags.DFM,T7HH,PI-C  Enter Tag Counts,TEditForm1,9,3,2,0,3,1,0,0,37
t7hhpoc.DFM,T7HH,,TRtnTimer,0,0,0,0,0,0,0,0,1
t7hhssoeLabels.DFM,T7HH,Print Box Content Labels,TEditForm3,10,4,1,0,2,3,0,0,33
t7hhssoeLverify.DFM,T7HH,,TImageList,0,0,0,0,0,0,0,0,1
t7hhwog.DFM,T7HH,Issue Material,TEditForm1,11,3,1,0,4,3,0,0,54
t7hhwop.DFM,T7HH,Finish Production,TEditForm1,9,4,0,0,3,2,0,0,52
t7hhwoser.DFM,T7HH,Enter Serial Number,TEditForm1,3,0,0,0,2,1,0,0,35
T7IALERTS.DFM,T7IA,,TPanel,0,0,0,0,0,0,0,0,2
T7IC2EST.DFM,T7IC, Copy Production to Estimate Inventory,TEditForm1,0,0,0,0,0,0,0,0,8
T7IMB.DFM,T7IM,,TImageList,0,0,0,0,0,0,0,0,1
T7IMC.DFM,T7IM,,TImageList,0,0,0,0,0,0,0,0,1
T7IMD.DFM,T7IM,New Screen,TEditForm5,7,3,0,0,4,0,0,0,25
T7IME.DFM,T7IM,,TImageList,0,0,0,0,0,0,0,0,1
T7IMF.DFM,T7IM,,TImageList,0,0,0,0,0,0,0,0,1
T7INA.DFM,T7IN,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7INAACDOC.DFM,T7IN, Accutron Documentation,TEditForm1,4,3,0,0,1,0,0,0,23
T7INAALO.DFM,T7IN,,TPanel,0,0,0,0,0,0,0,0,7
T7INACMP.DFM,T7IN,Compliance,TEditForm1,34,24,0,0,1,9,0,0,68
T7INAFORECAST.DFM,T7IN,,TPanel,4,3,0,0,1,0,0,0,8
T7INAPRC.DFM,T7IN,Customer Price,TEditForm1,9,3,4,0,2,0,0,0,25
T7INASPC.DFM,T7IN, Specifications,TEditForm1,16,15,0,0,1,0,0,0,23
T7INAUDF.DFM,T7IN, Specifications,TEditForm1,33,32,0,0,1,0,0,0,73
T7INAUSG.DFM,T7IN,,TPanel,4,3,0,0,1,0,0,0,8
T7INAWIP.DFM,T7IN,Item In WIP,TEditForm1,7,3,1,0,1,0,0,1,19
T7INB.DFM,T7IN,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7INB2DB.DFM,T7IN,,TShellExe,0,0,0,0,0,0,0,0,1
T7INBCMP.DFM,T7IN,Compliance,TEditForm1,34,22,0,0,3,9,0,0,68
T7INBECO.DFM,T7IN,,TShellExe,0,0,0,0,0,0,0,0,1
T7INBLNK.DFM,T7IN,,TShellExe,0,0,0,0,0,0,0,0,1
T7INBMFG.DFM,T7IN,,TShellExe,0,0,0,0,0,0,0,0,1
T7INBMRP.DFM,T7IN, MRP Settings,TEditForm3,15,6,8,0,1,0,0,0,33
T7INBSPC.DFM,T7IN, Specifications,TEditForm2,15,14,0,0,1,0,0,0,22
T7INBUDF.DFM,T7IN, Specifications,TEditForm1,33,32,0,0,1,0,0,0,73
T7INBVND.DFM,T7IN,,TShellExe,0,0,0,0,0,0,0,0,1
T7INC.DFM,T7IN,IN-C Enter Inventory Adjustments,TEditForm1,60,12,31,1,13,3,0,0,138
T7IND.DFM,T7IN,IN-D Print Record Report,TEditForm1,53,8,0,14,14,15,2,0,120
T7INDPO.DFM,T7IN,IN-D  PO,TEditForm1,1,0,0,0,1,0,0,0,19
T7INE.DFM,T7IN,IN-E Print Inventory Transactions,TEditForm1,17,2,0,2,9,4,0,0,47
T7INF.DFM,T7IN,IN-F Print inventory Value,TEditForm1,43,6,0,7,14,16,0,0,87
T7ING.DFM,T7IN,IN-G  Print Inventory Labels,TEditForm1,85,25,2,1,48,7,0,0,204
T7INGimport.DFM,T7IN,IN-G-A  Import and Print Inventory Labels,TEditForm1,17,3,13,0,1,0,0,0,49
T7INH.DFM,T7IN,IN-H  Print Inventory Listning,TEditForm1,20,5,0,2,11,2,0,0,55
T7INI.DFM,T7IN,IN-I  Print Inventory General Info,TEditForm4,10,2,1,0,7,0,0,0,37
T7INJ.DFM,T7IN,IN-J  Print Physikal Check,TEditForm1,20,4,0,0,9,5,0,0,51
T7INK.DFM,T7IN,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7INLA.DFM,T7IN,IN-L-A,TEditForm1,25,4,18,1,2,0,0,0,77
T7INLB.DFM,T7IN,IN-L-B,TEditForm1,27,19,0,0,7,1,0,0,71
T7INLC.DFM,T7IN,IN-L-C,TEditForm1,9,6,0,0,3,0,0,0,33
T7INLD.DFM,T7IN,IN-L-D  Print Customer Cross-Reference,TEditForm1,10,0,0,0,9,1,0,0,36
T7INLE.DFM,T7IN,IN-L-E,TEditForm1,12,2,0,0,7,3,0,0,38
T7INLF.DFM,T7IN,,TImageList,0,0,0,0,0,0,0,0,1
T7INLG.DFM,T7IN,IN-L-G,TEditForm7,12,2,0,0,10,0,0,0,40
T7INLH.DFM,T7IN,,TImageList,0,0,0,0,0,0,0,0,1
T7INLI.DFM,T7IN,IN-L-I,TEditForm1,2,0,0,0,2,0,0,0,25
T7INLJ.DFM,T7IN,IN-L-J Transfer Inventory,TEditForm1,28,4,13,1,8,2,0,0,81
T7INLK.DFM,T7IN,IN-L-K,TEditForm1,33,5,4,0,10,12,0,0,69
T7INLL.DFM,T7IN,IN-L-L,TEditForm13,10,3,0,0,7,0,0,0,36
T7INLM.DFM,T7IN,,TImageList,0,0,0,0,0,0,0,0,1
T7INLN.DFM,T7IN,,TImageList,0,0,0,0,0,0,0,0,1
T7INLO.DFM,T7IN,GL-G,TEditForm1,41,4,0,4,12,21,0,0,77
T7INLOA.DFM,T7IN,IN-L-O-A,TEditForm5,13,3,0,0,9,1,0,0,42
T7INLQ.DFM,T7IN,,TImageList,0,0,0,0,0,0,0,0,1
T7INLR.DFM,T7IN,,TImageList,0,0,0,0,0,0,0,0,1
T7INLS.DFM,T7IN,New Screen,TEditForm1,3,0,0,0,3,0,0,0,20
T7INLT.DFM,T7IN,IN-L-T,TEditForm1,40,1,20,2,17,0,0,0,68
T7INLV.DFM,T7IN,BASE Blank T7 SCREEN,TEditForm16,10,3,0,0,7,0,0,0,36
T7INM.DFM,T7IN,IN-M  Summary Reorder Report,TEditForm1,21,5,0,1,9,6,0,0,55
T7INNA.DFM,T7IN,IN-N-A Print Month End Inventory Costing,TEditForm1,18,0,0,2,1,15,0,0,52
T7INNB.DFM,T7IN,IN-N-B Print Shipments Costing,TEditForm1,13,1,0,2,9,1,0,0,42
T7INNC.DFM,T7IN,IN-N-C Print Closed Work Orders Costing,TEditForm1,10,1,0,2,7,0,0,0,37
T7INND.DFM,T7IN,IN-N-D Print Inventory to GL Exceptions Report,TEditForm1,12,1,0,2,2,7,0,0,32
T7INO.DFM,T7IN,IN-E,TEditForm1,65,8,8,2,31,16,2,0,136
