file,prefix,caption,root_class,field_count,enter_count,num_count,date_count,combo_count,check_count,tab_count,grid_count,total_controls
T7SHOWLINEHIST.DFM,T7SH,,TShellExe,0,0,0,0,0,0,0,0,1
T7SHP.DFM,T7SH,SH-P,TEditForm1,38,11,2,4,14,7,0,0,96
T7SIVL.DFM,T7SI,Encrypting Data.....,TPanel,0,0,0,0,0,0,0,0,1
T7SMC.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMCA.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMCB.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMCC.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMD.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SME.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMF.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMG.DFM,T7SM,New Screen,TEditForm1,37,20,4,1,5,5,0,0,94
T7SMGA.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMH.DFM,T7SM,caldrillbt,TEditForm1,0,0,0,0,0,0,0,0,50
T7SMHMRK.DFM,T7SM,New Screen,TEditForm2,8,5,0,2,1,0,0,0,29
T7SMIA.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMIB.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMIC.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMID.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMIE.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMIF.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMJA.DFM,T7SM,SM-JA,TEditForm1,2,0,0,0,1,1,0,0,21
T7SMJB.DFM,T7SM,SM-JB,TEditForm1,17,4,0,2,7,4,0,0,46
T7SMJC.DFM,T7SM,SM-JC,TEditForm1,12,1,0,1,6,4,2,0,47
T7SMJD.DFM,T7SM,SM-JD,TEditForm1,7,2,0,3,3,0,0,0,30
T7SMJE.DFM,T7SM,SM-JE,TEditForm1,7,0,0,2,3,2,0,0,29
T7SMJF.DFM,T7SM,SM-JF,TEditForm1,7,0,0,2,5,0,0,0,28
T7SMJG.DFM,T7SM,SM-J-G,TEditForm1,8,1,0,2,5,0,0,0,30
T7SMJH.DFM,T7SM,SM-JH,TEditForm3,2,0,0,1,1,0,0,0,18
T7SMJI.DFM,T7SM,SM-J-I,TEditForm1,8,1,0,2,5,0,0,0,30
T7SMJJ.DFM,T7SM,SM-JJ,TEditForm1,10,1,0,2,5,0,0,0,33
T7SMJL.DFM,T7SM,SM-JL,TEditForm1,11,8,0,0,3,0,0,0,37
T7SMJL2.DFM,T7SM,Merge Options,TEditForm3,4,4,0,0,0,0,0,0,12
T7SMJM.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMJN.DFM,T7SM,SM-JN,TEditForm2,26,18,0,0,8,0,0,0,60
T7SMJO.DFM,T7SM,T7AMK,TEditForm1,25,1,15,2,4,3,0,0,63
T7SMJQ.DFM,T7SM,New Screen,TEditForm1,15,0,0,0,3,12,0,0,34
T7SMJR.DFM,T7SM,SM-JR,TEditForm1,8,1,0,2,5,0,0,0,30
T7SMJS.DFM,T7SM,SM-JS,TEditForm1,15,0,0,1,3,11,0,0,34
T7SMJV.DFM,T7SM,BASE Blank T7 SCREEN,TEditForm1,10,1,0,3,5,1,0,0,34
T7SMK.DFM,T7SM, Evo User Settings,TEditForm3,67,16,1,0,19,16,10,1,164
T7SML.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMN.DFM,T7SM,E&xit,TGlyphBtn,0,0,0,0,0,0,0,0,1
T7SMNA.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMNF.DFM,T7SM,BASE Blank T7 SCREEN,TEditForm1,4,1,0,0,3,0,0,0,24
T7SMO.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMPA.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMPB.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMPF.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMPH.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMPI.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMPJ.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMSB.DFM,T7SM,New Screen,TEditForm1,7,3,0,0,1,0,0,0,25
T7SMSC.DFM,T7SM,SMSC,TEditForm1,6,2,0,0,3,1,0,0,25
T7SMSD.DFM,T7SM,BASE Blank T7 SCREEN,TEditForm1,9,4,0,0,5,0,0,0,38
T7SMT.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMTEND.DFM,T7SM,New Screen,TEditForm3,6,2,0,0,5,0,0,0,33
T7SMTSET.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMU.DFM,T7SM,,TImageList,0,0,0,0,0,0,0,0,1
T7SMW.DFM,T7SM,BASE Blank T7 SCREEN,TEditForm1,3,1,0,0,1,0,0,1,24
T7SOABKD.DFM,T7SO,Enter Booking Date,TEditForm2,1,0,0,1,0,0,0,0,5
T7SOAC.DFM,T7SO,T7SOA,TEditForm2,71,40,10,2,19,1,0,0,167
T7SOACITEM.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
T7SOACPY.DFM,T7SO,New Screen,TEditForm2,2,0,1,1,0,0,0,0,11
T7SOAE.DFM,T7SO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7SOAFRT.DFM,T7SO,Enter Freight,TEditForm1,1,0,1,0,0,0,0,0,5
T7SOAIMPLINES.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
T7SOAPRC.DFM,T7SO,Item Pricing,TEditForm1,4,1,1,0,0,0,0,1,11
T7SOAXCOM.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
T7SOB.DFM,T7SO,SO-B,TEditForm1,23,5,0,0,8,10,0,0,52
T7SOBIN.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
T7SOC.DFM,T7SO,SO-C,TEditForm1,59,16,1,5,16,21,0,0,118
T7SOD.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
T7SODDesc.DFM,T7SO,New Screen,TEditForm4,2,2,0,0,0,0,0,0,9
T7SODPallet.DFM,T7SO,New Screen,TEditForm1,2,0,0,0,0,0,0,1,4
T7SOE.DFM,T7SO,,TTASStrList,0,0,0,0,0,0,0,0,1
T7SOF.DFM,T7SO,SO-F,TEditForm1,82,19,3,4,19,37,0,0,154
T7SOFDEP.DFM,T7SO,New Screen,TEditForm3,7,1,4,1,1,0,0,0,30
T7SOG.DFM,T7SO,SOG COGS Report,TEditForm1,12,0,2,2,5,3,0,0,38
T7SOGA.DFM,T7SO,SO-G-A Order Posting,TEditForm1,2,0,2,0,0,0,0,0,7
T7SOGACHK.DFM,T7SO,Cash Terms,TEditForm3,5,1,4,0,0,0,0,0,13
T7SOGCogs.DFM,T7SO,SOG COGS Report,TEditForm1,10,0,2,2,5,1,0,0,35
T7SOGComm.DFM,T7SO,SOG Commission Report,TEditForm1,10,0,2,2,5,1,0,0,35
T7SOHINFO.DFM,T7SO,Sales Header Misc. Infromation,TEditForm1,26,20,1,5,0,0,0,0,61
T7SOINFO.DFM,T7SO,Sales Misc. Infromation,TEditForm1,26,20,1,5,0,0,0,0,61
T7SOJINFO.DFM,T7SO,Recurring Order Information,TEditForm2,4,1,2,1,0,0,0,0,12
T7SOK.DFM,T7SO,,TPopupMenu,0,0,0,0,0,0,0,0,4
T7SOLINEHIST.DFM,T7SO,,TShellExe,0,0,0,0,0,0,0,0,1
T7SOLINFO.DFM,T7SO,Sales Line Misc. Infromation,TEditForm1,26,20,0,5,1,0,0,0,60
T7SOLOT.DFM,T7SO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7SON.DFM,T7SO,SO-N,TEditForm1,32,5,3,0,10,14,0,0,69
T7SONQTY.DFM,T7SO,T7SONQTY,TEditForm1,24,2,21,1,0,0,0,0,42
T7SOOA.DFM,T7SO,SO-OA,TEditForm1,39,5,0,6,14,14,0,0,81
T7SOOB.DFM,T7SO,SO-OB,TEditForm1,11,2,0,2,6,1,0,0,37
T7SOOD.DFM,T7SO,SO-OA,TEditForm1,10,2,0,0,7,1,0,0,35
T7SOOE.DFM,T7SO,SO-O-E,TEditForm1,47,7,0,6,22,12,0,0,107
T7SOOF.DFM,T7SO,SO-OF,TEditForm1,29,4,0,4,13,8,0,0,73
T7SOOG.DFM,T7SO,SO-O-G,TEditForm1,27,4,0,8,12,3,0,0,67
T7SOOH.DFM,T7SO,SO-Oh,TEditForm1,18,1,0,2,10,5,0,0,49
T7SOOI.DFM,T7SO,SO-OI,TEditForm1,30,5,0,2,16,7,0,0,69
T7SOOM.DFM,T7SO,SO-O-M,TEditForm1,20,2,0,2,8,8,0,0,47
T7SOON.DFM,T7SO,SO-O-N,TEditForm1,30,3,2,2,18,5,0,0,70
T7SOPB.DFM,T7SO,SO-P-B,TEditForm1,17,1,1,0,4,11,0,0,40
T7SOPC.DFM,T7SO,SO-PC,TEditForm1,30,3,1,8,7,11,0,0,72
T7SOPF.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
T7SOPI.DFM,T7SO,New Screen,TEditForm1,11,2,1,1,6,1,0,0,41
T7SOPJ.DFM,T7SO,New Screen,TEditForm1,2,1,0,0,0,0,0,0,10
T7SOPK.DFM,T7SO,,TTASStrList,0,0,0,0,0,0,0,0,1
T7SOPM.DFM,T7SO,SO-P-M,TEditForm1,7,1,0,2,3,1,0,0,28
T7SOPO.DFM,T7SO,SO-PO,TEditForm1,24,5,1,4,8,6,0,0,58
T7SOPOR.DFM,T7SO,SO-PO Review,TEditForm1,9,3,3,2,1,0,0,0,22
T7SOPP.DFM,T7SO,SO-P-P,TEditForm1,8,1,0,3,4,0,0,0,29
T7SOQA.DFM,T7SO,SO-QA,TEditForm1,8,2,2,0,2,2,0,0,27
T7SOQB.DFM,T7SO,SO-QB,TEditForm3,9,1,0,0,7,1,0,0,33
T7SOQC.DFM,T7SO,SO-QC,TEditForm1,22,5,2,1,7,7,0,0,51
T7SOQH.DFM,T7SO,SO-QH,TEditForm1,99,6,83,3,6,1,0,0,145
T7SOQI.DFM,T7SO,T7SOQI,TEditForm1,39,0,2,8,23,4,0,0,91
T7SOQJ.DFM,T7SO,SO-QJ,TEditForm1,17,1,2,0,8,6,0,0,45
T7SOQK.DFM,T7SO,SO-Q-K  Print Catalog,TEditForm1,20,2,1,1,13,3,0,0,54
T7SOQL.DFM,T7SO,SO-Q-L,TEditForm1,9,1,3,2,3,0,0,0,35
T7SOR.DFM,T7SO,SO-R,TEditForm1,26,12,8,4,2,0,0,0,61
T7SORevu.DFM,T7SO,,TTASStrList,0,0,0,0,0,0,0,0,1
T7SORevuPSWD.dfm,T7SO,Enter Contract Review ID and password,TEditForm3,3,2,0,0,1,0,0,0,12
T7SOS.DFM,T7SO,SO-S,TEditForm1,12,0,0,2,7,3,0,0,36
T7SOSER.DFM,T7SO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7SOV.DFM,T7SO,,TImageList,0,0,0,0,0,0,0,0,1
t7SOA.DFM,T7SO,,TRtnTimer,0,0,0,0,0,0,0,0,1
t7Soa2.DFM,T7SO,,TRtnTimer,0,0,0,0,0,0,0,0,1
t7sondte.DFM,T7SO,t7sondte,TEditForm1,1,1,0,1,0,0,0,0,5
T7SPC.DFM,T7SP,,TTASDGColTemplate,0,0,0,0,0,0,0,0,1
T7SPCLIVEGRID.DFM,T7SP,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7SPCLIVEREP.DFM,T7SP,New Screen,TEditForm4,8,0,2,1,5,0,0,0,31
T7SPCREP.DFM,T7SP,New Screen,TEditForm2,29,7,0,2,17,1,0,0,70
T7SPCREP2.DFM,T7SP,New Screen,TEditForm3,27,7,0,2,15,1,0,0,66
T7SPCREPPPM.DFM,T7SP,New Screen,TEditForm1,16,2,0,2,11,1,0,0,45
T7SRB.DFM,T7SR,SR-B,TEditForm1,22,4,0,0,6,12,0,0,50
T7SRBK.DFM,T7SR,Live Work Center Schedule,TEditForm1,6,0,1,0,2,3,0,0,25
T7SRD.DFM,T7SR,SR-D,TEditForm1,28,4,1,3,7,13,0,0,59
T7SRE.DFM,T7SR,,TTASStrList,0,0,0,0,0,0,0,0,1
T7SRF.DFM,T7SR,SO-F,TEditForm1,56,9,0,4,17,26,0,0,109
T7SRG.DFM,T7SR,SRG ,TEditForm1,7,0,0,0,5,2,0,0,29
T7SRGA.DFM,T7SR,SR-G-A Order Posting,TEditForm2,2,0,2,0,0,0,0,0,7
T7SRI.DFM,T7SR,SR-I,TEditForm1,26,12,8,4,2,0,0,0,61
T7SRINFO.DFM,T7SR, S&R Misc. Infromation,TEditForm1,26,20,1,5,0,0,0,0,61
T7SRK.DFM,T7SR,,TTASDGColTemplate,0,0,0,0,0,0,0,0,1
T7SRMMS.DFM,T7SR,"Make, Model and Serial Number",TEditForm1,6,6,0,0,0,0,0,0,21
T7SRS.DFM,T7SR,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7STDCST.DFM,T7ST, Standard Cost,TEditForm5,23,4,18,0,1,0,0,0,54
T7STEQUIP.DFM,T7ST,,TImageList,0,0,0,0,0,0,0,0,1
T7STOCK.DFM,T7ST,,TImageList,0,0,0,0,0,0,0,0,1
T7STTYPE.DFM,T7ST,New Screen,TEditForm1,3,1,0,0,1,0,0,1,20
T7STYPE.DFM,T7ST,New Screen,TEditForm1,3,1,0,0,1,0,0,1,20
T7TCC.DFM,T7TC,New Screen,TEditForm1,3,0,1,0,2,0,0,0,21
T7TESTNACHA.DFM,T7TE,NACHA,TEditForm1,9,2,2,3,2,0,0,0,35
T7USG.DFM,T7US,,TImageList,0,0,0,0,0,0,0,0,1
T7UTH.DFM,T7UT,,TImageList,0,0,0,0,0,0,0,0,1
T7UTKA.DFM,T7UT,New Screen,TEditForm1,15,7,0,0,1,7,0,0,44
T7UTKD.DFM,T7UT,New Screen,TEditForm2,14,3,0,7,4,0,0,0,40
T7UTKE.DFM,T7UT,New Screen,TEditForm1,3,1,0,0,2,0,0,0,24
T7UTKF.DFM,T7UT,UT-K-F,TEditForm1,9,1,0,0,7,1,0,0,32
T7UTKG.DFM,T7UT,UT-K-G,TEditForm1,14,4,0,0,9,1,0,0,40
T7UTKH.DFM,T7UT,New Screen,TEditForm1,15,2,0,0,7,6,0,0,38
t7uti.DFM,T7UT,,TImageList,0,0,0,0,0,0,0,0,1
T7VSCHED.DFM,T7VS,New Screen,TEditForm1,17,5,2,2,3,0,0,0,58
T7WCA.DFM,T7WC,,TImageList,0,0,0,0,0,0,0,0,1
T7WCB.DFM,T7WC,,TTASDGColTemplate,0,0,0,0,0,0,0,0,1
T7WCBK.DFM,T7WC,Live Work Center Schedule,TEditForm1,9,2,2,0,3,2,0,0,34
T7WCBinLot.DFM,T7WC,New Screen,TEditForm1,4,1,2,0,0,0,0,0,14
T7WCC.DFM,T7WC,,TImageList,0,0,0,0,0,0,0,0,1
T7WCD.DFM,T7WC,WC-D ,TEditForm1,21,3,16,0,2,0,0,0,51
T7WCE.DFM,T7WC,WC-E,TEditForm1,20,4,0,0,10,6,0,0,49
T7WCF.DFM,T7WC,WC-F,TEditForm1,11,2,0,0,7,2,0,0,35
T7WCG.DFM,T7WC,WC-G,TEditForm1,12,2,0,0,9,1,0,0,40
T7WCH.DFM,T7WC,BASE Blank T7 SCREEN,TEditForm1,5,1,0,0,4,0,0,0,25
T7WCLOCFIX.DFM,T7WC,LOC SYNCH UTILITY,TEditForm1,4,3,0,0,0,0,0,0,24
T7WCS.DFM,T7WC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7WCS2.DFM,T7WC,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7WOA.DFM,T7WO,New Screen,TEditForm2,69,9,45,8,7,0,3,0,171
T7WOAC.DFM,T7WO,New Screen,TEditForm3,78,16,43,8,10,1,0,0,183
T7WOACFG.DFM,T7WO,WO-A  Settings,TEditForm7,3,0,0,0,0,3,0,0,9
T7WOACPY.DFM,T7WO,New Screen,TEditForm1,3,1,2,0,0,0,0,0,13
T7WOAE.DFM,T7WO,New Screen,TEditForm1,100,22,49,13,12,4,4,0,247
T7WOAECO.DFM,T7WO, Eco,TEditForm2,9,5,0,2,2,0,0,0,24
T7WOAMDT.DFM,T7WO,,TPanel,0,0,0,0,0,0,0,0,8
T7WOASOLINES.DFM,T7WO,,TPanel,0,0,0,0,0,0,0,0,2
T7WOB.DFM,T7WO,WO-B,TEditForm1,15,4,2,2,5,2,0,0,46
T7WOC.DFM,T7WO,WOC,TEditForm1,51,15,0,4,9,23,0,0,93
T7WOD.DFM,T7WO,WO-D,TEditForm1,28,3,1,0,11,13,0,0,59
T7WODATES.DFM,T7WO,,TShellExe,0,0,0,0,0,0,0,0,1
T7WOE.DFM,T7WO,IN-E Print Inventory Transactions,TEditForm1,5,1,1,0,3,0,0,0,26
T7WOF.DFM,T7WO,WO-F,TEditForm1,40,14,12,2,10,3,0,0,98
T7WOFA.DFM,T7WO,WO-F Backflush Material,TEditForm1,1,0,0,0,1,0,0,0,22
T7WOG.DFM,T7WO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7WOH.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOI.DFM,T7WO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7WOIASK.DFM,T7WO,Change Location,TEditForm3,18,5,7,0,5,1,0,0,43
T7WOJ.DFM,T7WO,WO-J,TEditForm1,11,3,0,1,4,3,0,0,38
T7WOJPRESERIALS.DFM,T7WO,WO-J Pre-Assigned Serial Numbers,TEditForm4,7,2,0,0,2,3,0,0,25
T7WOKA.DFM,T7WO,WO-K-A,TEditForm1,35,8,12,0,10,4,0,0,100
T7WOKACOPYROUT.DFM,T7WO,WO-K-A,TEditForm2,4,1,0,0,3,0,0,0,14
T7WOKAOPTS.DFM,T7WO,WO-K-A,TEditForm2,3,1,1,0,0,0,0,0,12
T7WOKB.DFM,T7WO,,TTASStrList,0,0,0,0,0,0,0,0,1
T7WOKC.DFM,T7WO,WO-K-C,TEditForm1,4,3,0,0,2,0,0,0,21
T7WOKD.DFM,T7WO,WO-K-D,TEditForm1,30,8,1,0,7,12,0,0,60
T7WOKDQTY.DFM,T7WO,Enter Qty to Make,TEditForm2,16,2,14,0,0,0,0,0,34
T7WOKE.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOKF.DFM,T7WO,New Screen,TEditForm1,5,0,1,2,2,0,0,0,24
T7WOKG.DFM,T7WO,WO-K-G,TEditForm1,13,6,0,4,3,0,0,0,41
T7WOKJ.DFM,T7WO,WO-K-J,TEditForm1,11,0,0,0,5,6,0,0,32
T7WOKK.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOKL.DFM,T7WO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7WOKM.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOKMA.DFM,T7WO,New Screen,TEditForm1,3,1,0,0,1,0,0,1,21
T7WOKNA.DFM,T7WO,Live Work Center Schedule,TEditForm1,4,0,1,0,2,1,0,0,22
T7WOKNB.DFM,T7WO,,TRtnTimer,0,0,0,0,0,0,0,0,1
T7WOKNC.DFM,T7WO,Issue Part from Request,TEditForm11,18,5,7,0,4,0,0,0,50
T7WOKP.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOKS.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOKSA.DFM,T7WO,WO-K-SA,TEditForm2,10,1,0,0,9,0,0,0,33
T7WOKT.DFM,T7WO,New Screen,TEditForm1,11,0,0,4,7,0,0,0,36
T7WOLA.DFM,T7WO,WO-L-A,TEditForm1,61,19,0,6,17,19,0,0,116
T7WOLB.DFM,T7WO,WO-L-B,TEditForm1,48,14,0,6,15,13,0,0,99
T7WOLC.DFM,T7WO,WO-L-C,TEditForm1,22,3,0,2,14,3,0,0,56
T7WOLD.DFM,T7WO,WO-L-D,TEditForm1,26,6,0,4,14,2,0,0,65
T7WOLE.DFM,T7WO,WO-L-E,TEditForm1,7,1,0,2,3,1,0,0,31
T7WOLF.DFM,T7WO,WO-L-F,TEditForm1,48,12,0,10,18,8,0,0,99
T7WOLG.DFM,T7WO,WO-L-G,TEditForm1,32,0,0,4,26,2,0,0,65
T7WOLH.DFM,T7WO,WO-L-H,TEditForm3,15,6,0,4,3,2,0,0,43
T7WOLI.DFM,T7WO,WO-L-I,TEditForm1,32,8,0,4,12,8,0,0,71
T7WOLJ.DFM,T7WO,WO-L-J  Print Finished Work Order Report,TEditForm1,19,1,0,2,13,3,0,0,53
T7WOLK.DFM,T7WO,WO-L-K  Print WO Bill of Material,TEditForm1,23,1,0,0,9,13,0,0,48
T7WOLL.DFM,T7WO,WO-L-L,TEditForm1,11,2,1,0,6,2,0,0,38
T7WOLM.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOLN.DFM,T7WO,WO-L-N,TEditForm1,4,1,0,0,3,0,0,0,23
T7WOLO.DFM,T7WO,WC by Customer,TEditForm1,5,0,0,2,3,0,0,0,24
T7WONoteTLL.DFM,T7WO,WO Notes,TEditForm1,0,0,0,0,0,0,0,0,17
T7WOP.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7WOPO.DFM,T7WO,WO-PO,TEditForm2,13,2,1,2,4,4,0,0,36
T7WOPOR.DFM,T7WO,WO-PO Review,TEditForm1,8,3,2,2,1,0,0,0,20
T7WOS.DFM,T7WO,,TShellExe,0,0,0,0,0,0,0,0,1
T7WOTRWK.DFM,T7WO,Rework TO Stock WO,TEditForm1,8,1,1,2,3,1,0,0,30
T7woko.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
t7wogimp.DFM,T7WO,Import Material Issues,TEditForm1,4,0,0,2,2,0,0,0,17
t7woprio.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
t7woprio2.DFM,T7WO,,TImageList,0,0,0,0,0,0,0,0,1
T7XCUTIL.DFM,T7XC,XCharge Conversion Utility,TEditForm1,1,1,0,0,0,0,0,0,6
udfedit.DFM,UDFE,Enter Value,TEditForm8,1,2,0,0,0,0,0,0,3
udfedit1.DFM,UDFE,Enter Value,TEditForm5,1,2,0,0,0,0,0,0,3
udfedit2.DFM,UDFE,Enter Value,TEditForm4,1,2,0,0,0,0,0,0,3
udfedit3.DFM,UDFE,Enter Value,TEditForm3,1,2,0,0,0,0,0,0,3
udfedit4.DFM,UDFE,Enter Value,TEditForm2,1,2,0,0,0,0,0,0,3
udfedit5.DFM,UDFE,Enter Value,TEditForm1,1,2,0,0,0,0,0,0,3
UT7GBOM.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GDUPLOC.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GDUPLOC.R.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GFAC.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GFAD.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GISREPORD.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GSOH.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GUT7DUPLO.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
UT7GWOPRIO.DFM,UT,Loading....,TEditForm1,0,0,0,0,0,0,0,0,5
VARINFO.DFM,VARI, VAR Infromation,TEditForm1,12,11,0,0,1,0,0,0,31
WBKHHLOOKUP.DFM,WBKH,New Screen,TEditForm3,1,1,1,1,1,0,0,1,31
WBKLKPMEMO.DFM,WBKL, Edit Memo Field,TEditForm9,0,0,0,0,0,0,0,0,5
WBKLOOKUP.DFM,WBKL, Evo Lookups,TEditForm1,6,1,1,1,5,1,0,1,76
WBKLPRINT.DFM,WBKL, Order Printing,TEditForm1,3,0,0,0,0,3,0,0,6
WBKLUGRID.DFM,WBKL,,TTASStrList,0,0,0,0,0,0,0,0,1
WBKMENUBUTT.DFM,WBKM,&Select,TGlyphBtn,0,0,0,0,0,0,0,0,1
WBKMENUPICS.DFM,WBKM, Images,TEditForm1,0,0,0,0,0,0,0,0,6
WBKMENUSETUP.DFM,WBKM,,TPopupMenu,0,0,0,0,0,0,0,0,2
WBKMENUSUCPRG.DFM,WBKM,Change Program Name,TEditForm1,2,2,0,0,0,0,0,0,9
WBKMENUSUNEWAC.DFM,WBKM,Enter New Access Code,TEditForm1,2,1,0,0,1,0,0,0,7
wbkmenusueu.dfm,WBKM,,TPopupMenu,0,0,0,0,0,0,0,0,2
WMBKLOOKUP.DFM,WMBK,Lookup: ,TEditForm1,1,1,1,1,1,0,0,1,33
WORKCENTERLOAD.DFM,WORK,Loading....,TEditForm1,0,0,0,0,0,0,0,0,4
WTASDMS2.DFM,WTAS,,TTASDGColTemplate,0,0,0,0,0,0,0,0,1
WTASDMS3.DFM,WTAS,Edit Memo Field,TEditForm1,0,0,0,0,0,0,0,0,4
WTASDMS4.DFM,WTAS,Enter Filter Expression,TEditForm1,1,1,0,0,0,0,0,0,6
WTASFLLKUP.DFM,WTAS,,TStatusBar,0,0,0,0,0,0,0,0,1
WTASFLOC.DFM,WTAS,Maintain File Names and Locations,TEditForm1,6,2,0,0,4,0,0,0,18
WTASINIT.DFM,WTAS,Addsum TAS Professional 7 Create/Initialize File Program,TEditForm1,6,2,0,0,4,0,0,0,16
wtaschkint.dfm,WTAS,DataScanIntegrity utility,TEditForm1,3,0,3,0,1,0,0,0,24
wtaschkintcompany.dfm,WTAS,Include which companies,TEditForm2,0,0,0,0,0,0,0,0,5
wtascvtdict.DFM,WTAS, Convert Existing Dictionary,TEditForm2,1,1,0,0,0,0,0,0,9
wtasdatam.dfm,WTAS,Maintain Database,TEditForm1,9,2,5,1,3,5,0,1,54
wtasdmgr.dfm,WTAS,,TMainMenu,0,0,0,0,0,0,0,0,21
wtasdmgr2.DFM,WTAS,New FD,TEditForm1,1,1,0,0,0,0,0,0,5
wtasdmgr3.DFM,WTAS,Restructure a file,TEditForm1,1,0,0,0,1,0,0,0,11
wtasdms5.dfm,WTAS,Enter Find Next Expression,TEditForm1,1,1,0,0,0,0,0,0,6
